plant,matrix,symmetry,N.poll
Anemone pavonina,M_PL_015,actinomorphic,10
Chondrilla ramosissima,M_PL_015,actinomorphic,10
Sternbergia lutea,M_PL_015,actinomorphic,10
Tragopogon porrifolius,M_PL_015,actinomorphic,10
Capsella bursa-pastoris,M_PL_015,actinomorphic,9
Malcolmia chia,M_PL_015,actinomorphic,9
Petrorhagia velutina,M_PL_015,actinomorphic,9
Scaligeria cretica,M_PL_015,actinomorphic,9
Tremastelma palestinum,M_PL_015,actinomorphic,9
Malva sylvestris,M_PL_015,actinomorphic,8
Ruta graveolens,M_PL_015,actinomorphic,8
Anagallis arvensis,M_PL_015,actinomorphic,7
Pterocephalus papposus,M_PL_015,actinomorphic,7
Silene colorata,M_PL_015,actinomorphic,7
Thymelaea tartonraira,M_PL_015,actinomorphic,7
Asparagus acutifolius,M_PL_015,actinomorphic,5
Oxalis pes-caprae,M_PL_015,actinomorphic,5
Campanula drabifolia,M_PL_015,actinomorphic,4
Centaurea raphanina,M_PL_015,actinomorphic,4
Iris pumila,M_PL_015,actinomorphic,4
Alcea pallida,M_PL_015,actinomorphic,3
Arisarum vulgare,M_PL_015,actinomorphic,3
Fritillaria graeca,M_PL_015,actinomorphic,3
Anchusa variegata,M_PL_015,actinomorphic,2
Hymenocarpus circinnatus,M_PL_015,actinomorphic,2
Linum strictum,M_PL_015,actinomorphic,1
Sarcopoterium spinosum,M_PL_015,actinomorphic,1
Thymus capitatus,M_PL_015,zygomorphic,124
Satureja thymbra,M_PL_015,zygomorphic,34
Teucrium polium,M_PL_015,zygomorphic,33
Stachys cretica,M_PL_015,zygomorphic,31
Ballota acetabulosa,M_PL_015,zygomorphic,28
Salvia verbenaca,M_PL_015,zygomorphic,22
Salvia triloba,M_PL_015,zygomorphic,19
Prasium majus,M_PL_015,zygomorphic,15
Medicago lupulina,M_PL_015,zygomorphic,14
Trifolium stellatum,M_PL_015,zygomorphic,12
Phlomis fructicosa,M_PL_015,zygomorphic,11
Ononis ornithopioides,M_PL_015,zygomorphic,10
Ophrys lutea,M_PL_015,zygomorphic,10
Ophrys sphegodes,M_PL_015,zygomorphic,10
Ophrys tenthredinifera,M_PL_015,zygomorphic,10
Globularia alypum,M_PL_015,zygomorphic,9
Lamium amplexicaule,M_PL_015,zygomorphic,9
Bellardia trixago,M_PL_015,zygomorphic,8
Ebenus sibthorpii,M_PL_015,zygomorphic,8
Lathyrus cicera,M_PL_015,zygomorphic,7
Veronica persica,M_PL_015,zygomorphic,7
Anthyllis hermanniae,M_PL_015,zygomorphic,6
Trifolium repens,M_PL_015,zygomorphic,6
Acanthus spinosus,M_PL_015,zygomorphic,5
Astragalus monspessulanus,M_PL_015,zygomorphic,5
Psoralea bituminosa,M_PL_015,zygomorphic,5
Fumaria amarysia,M_PL_015,zygomorphic,3
Daphne gnidium,M_PL_016,actinomorphic,86
Cistus libanotis,M_PL_016,actinomorphic,28
Cistus salvifolius,M_PL_016,actinomorphic,26
Calluna vulgaris,M_PL_016,actinomorphic,23
Armeria velutina,M_PL_016,actinomorphic,20
Helichrysum picardii,M_PL_016,actinomorphic,19
Rubus ulmifolius,M_PL_016,actinomorphic,19
Halimium halimifolium,M_PL_016,actinomorphic,18
Osyris quadripartita,M_PL_016,actinomorphic,17
Asparagus aphyllus,M_PL_016,actinomorphic,16
Smilax aspera,M_PL_016,actinomorphic,15
Erica ciliaris,M_PL_016,actinomorphic,13
Halimium commutatum,M_PL_016,actinomorphic,12
Myrtus communis,M_PL_016,actinomorphic,6
Chamaerops humilis,M_PL_016,actinomorphic,5
Osyris alba,M_PL_016,actinomorphic,5
Helianthemum croceum,M_PL_016,actinomorphic,3
Phillyrea angustifolia,M_PL_016,actinomorphic,1
Thymus mastichina,M_PL_016,zygomorphic,22
Rosmarinus officinalis,M_PL_016,zygomorphic,21
Lavandula stoechas,M_PL_016,zygomorphic,16
Ulex minor,M_PL_016,zygomorphic,7
Lonicera periclymenum,M_PL_016,zygomorphic,5
Stauracanthus genistoides,M_PL_016,zygomorphic,4
Ulex parviflorus,M_PL_016,zygomorphic,4
Cytisus grandiflorus,M_PL_016,zygomorphic,1
Daucus carota,M_PL_017,actinomorphic,46
Leontodon hispidus,M_PL_017,actinomorphic,34
Torilis japonica,M_PL_017,actinomorphic,25
Eupatorium cannabinum,M_PL_017,actinomorphic,23
Centaurea nigra,M_PL_017,actinomorphic,20
Leontodon autumnalis,M_PL_017,actinomorphic,13
Knautia arvensis,M_PL_017,actinomorphic,20
Aethusa cynapium,M_PL_017,actinomorphic,12
Hypochoeris radicata,M_PL_017,actinomorphic,10
Crepis capillaris,M_PL_017,actinomorphic,12
Linum catharticum,M_PL_017,actinomorphic,7
Chamerion angustifolium,M_PL_017,actinomorphic,10
Plantago major,M_PL_017,actinomorphic,3
Angelica sylvestris,M_PL_017,actinomorphic,9
Leontodon saxatilis,M_PL_017,actinomorphic,4
Senecio jacobea,M_PL_017,actinomorphic,8
Agrimonia eupatoria,M_PL_017,actinomorphic,8
Clematis vitalba,M_PL_017,actinomorphic,4
Convolvulus arvensis,M_PL_017,actinomorphic,3
Rubus fruticosus,M_PL_017,actinomorphic,1
Trifolium pratense,M_PL_017,zygomorphic,17
Euphrasia officinalis,M_PL_017,zygomorphic,4
Medicago lupulina,M_PL_017,zygomorphic,2
Lathyrus pratensis,M_PL_017,zygomorphic,2
Lotus corniculatus,M_PL_017,zygomorphic,2
Tripleurospermum inodorum,M_PL_018,actinomorphic,31
Silene dioica,M_PL_018,actinomorphic,24
Cirsium arvense,M_PL_018,actinomorphic,22
Chaerophyllum temulentum,M_PL_018,actinomorphic,20
Angelica sylvestris,M_PL_018,actinomorphic,17
Tanacetum vulgare,M_PL_018,actinomorphic,17
Achillea millefolium,M_PL_018,actinomorphic,14
Cirsium vulgare,M_PL_018,actinomorphic,14
Lapsana communis,M_PL_018,actinomorphic,14
Senecio jacobea,M_PL_018,actinomorphic,14
Verbascum thapsus,M_PL_018,actinomorphic,13
Eupatorium cannabinum,M_PL_018,actinomorphic,9
Myosotis palustris,M_PL_018,actinomorphic,9
Sonchus palustris,M_PL_018,actinomorphic,8
Echium vulgare,M_PL_018,actinomorphic,7
Epilobium montanum,M_PL_018,actinomorphic,7
Geranium robertianum,M_PL_018,actinomorphic,7
Ranunculus repens,M_PL_018,actinomorphic,7
Aegopodium podagraria,M_PL_018,actinomorphic,6
Daucus carota,M_PL_018,actinomorphic,6
Juncus effusus,M_PL_018,actinomorphic,6
Lychnis flos-cuculi,M_PL_018,actinomorphic,6
Sonchus arvensis,M_PL_018,actinomorphic,6
Allium scorodoprasum,M_PL_018,actinomorphic,5
Calystegia sepium,M_PL_018,actinomorphic,5
Chamomilla recutita,M_PL_018,actinomorphic,4
Malva sylvestris,M_PL_018,actinomorphic,3
Chrysanthemum maximum,M_PL_018,actinomorphic,2
Cerastium glomeratum,M_PL_018,actinomorphic,1
Hypericum perforatum,M_PL_018,actinomorphic,1
Melilotus albus,M_PL_018,zygomorphic,15
Trifolium repens,M_PL_018,zygomorphic,15
Stachys sylvatica,M_PL_018,zygomorphic,11
Vicia hirsuta,M_PL_018,zygomorphic,11
Stachys palustris,M_PL_018,zygomorphic,9
Trifolium dubium,M_PL_018,zygomorphic,6
Vicia sepium,M_PL_018,zygomorphic,6
Prunella vulgaris,M_PL_018,zygomorphic,3
Veronica agrestis,M_PL_018,zygomorphic,2
Kunzea muelleri,M_PL_019,actinomorphic,2
Aciphylla glacialis,M_PL_019,actinomorphic,11
Hypochoeris radicata,M_PL_019,actinomorphic,10
Orites lancifolia,M_PL_019,actinomorphic,25
Craspedia sp1 M_PL_019,M_PL_019,actinomorphic,19
Gentianella diemensis,M_PL_019,actinomorphic,8
Wahlenbergia ceracea,M_PL_019,actinomorphic,12
Microseris lanceolata,M_PL_019,actinomorphic,7
Helichrysum scorpioides,M_PL_019,actinomorphic,2
Baeckia gunniana,M_PL_019,actinomorphic,16
Celmisia longifolia,M_PL_019,actinomorphic,7
Epacris petrophila,M_PL_019,actinomorphic,12
Senecio lautus,M_PL_019,actinomorphic,12
Helipterum albicans,M_PL_019,actinomorphic,12
Senecio gunnii,M_PL_019,actinomorphic,3
Achillea millefolium,M_PL_019,actinomorphic,7
Richea continentis,M_PL_019,actinomorphic,4
Leucopogon montanus,M_PL_019,actinomorphic,6
Phebalium ovatifolium,M_PL_019,actinomorphic,10
Helichrysum alpinum,M_PL_019,actinomorphic,4
Brachycome scapigera,M_PL_019,actinomorphic,5
Pentachondra pumila,M_PL_019,actinomorphic,5
Pimelea ligustrina,M_PL_019,actinomorphic,4
Asperula gunnii,M_PL_019,actinomorphic,2
Leptorhynchos squamatus,M_PL_019,actinomorphic,2
Neopaxia australasica,M_PL_019,actinomorphic,2
Olearia phlogopappa,M_PL_019,actinomorphic,2
Epilobium gunnianum,M_PL_019,actinomorphic,2
Brachycome stolonifera,M_PL_019,actinomorphic,2
Epacris microphylla,M_PL_019,actinomorphic,2
Senecio pectinatus,M_PL_019,actinomorphic,1
Stylidium graminifolium,M_PL_019,actinomorphic,2
Aciphylla simplicifolia,M_PL_019,actinomorphic,1
Brachycome scapiformis,M_PL_019,actinomorphic,1
Brachycome sp1 M_PL_019,M_PL_019,actinomorphic,1
Stackhousia pulvinaris,M_PL_019,actinomorphic,1
Prostanthera cuneata,M_PL_019,zygomorphic,14
Oxylobium ellipticum,M_PL_019,zygomorphic,11
Euphrasia collina,M_PL_019,zygomorphic,8
Prasophyllum alpinum,M_PL_019,zygomorphic,7
Dryas integrifolia,M_PL_020,actinomorphic,60
Salix arctica,M_PL_020,actinomorphic,27
Saxifraga oppositifolia,M_PL_020,actinomorphic,24
Potentilla nivea,M_PL_020,actinomorphic,12
Papaver radicatum,M_PL_020,actinomorphic,11
Lesquerella arctica,M_PL_020,actinomorphic,9
Polygonum viviparum,M_PL_020,actinomorphic,9
Arnica alpina,M_PL_020,actinomorphic,7
Taraxacum arctogenum,M_PL_020,actinomorphic,6
Stellaria longipes,M_PL_020,actinomorphic,4
Erysimum pallasii,M_PL_020,actinomorphic,2
Saxifraga hirculus,M_PL_020,actinomorphic,2
Cassiope tetragona,M_PL_020,actinomorphic,1
Cerastium alpinum,M_PL_020,actinomorphic,1
Draba sp1 M_PL_020,M_PL_020,actinomorphic,1
Erigeron compositus,M_PL_020,actinomorphic,1
Erigeron eriocephalus,M_PL_020,actinomorphic,1
Ranumculus sulphureus,M_PL_020,actinomorphic,1
Pedicularis arctica,M_PL_020,zygomorphic,10
Pedicularis capitata,M_PL_020,zygomorphic,1
Anthriscus aemula,M_PL_021,actinomorphic,188
Hydrangea paniculata,M_PL_021,actinomorphic,75
Euonymus alatus,M_PL_021,actinomorphic,66
Hydrangea macrophylla,M_PL_021,actinomorphic,50
Hydrangea hirta,M_PL_021,actinomorphic,45
Weigela hortensis,M_PL_021,actinomorphic,45
Viburnum plicatum,M_PL_021,actinomorphic,42
Angelica pubescens,M_PL_021,actinomorphic,41
Astilbe thunbergii,M_PL_021,actinomorphic,38
Swida controversa,M_PL_021,actinomorphic,34
Deutzia crenata,M_PL_021,actinomorphic,30
Symplocos chinensis,M_PL_021,actinomorphic,28
Prunus Grayana,M_PL_021,actinomorphic,21
Prunus salicina,M_PL_021,actinomorphic,21
Rhus javanica,M_PL_021,actinomorphic,21
Persicaria thunbergii,M_PL_021,actinomorphic,20
Ixeris dentata,M_PL_021,actinomorphic,19
Prunus incisa,M_PL_021,actinomorphic,18
Lysimachia clethroides,M_PL_021,actinomorphic,17
Salix gracilistyla,M_PL_021,actinomorphic,17
Phellodendron amurense,M_PL_021,actinomorphic,15
Cardiandra alternifolia,M_PL_021,actinomorphic,12
Reynoutria japonica,M_PL_021,actinomorphic,12
Geranium nepalense,M_PL_021,actinomorphic,11
Ampelopsis brevipedunculata,M_PL_021,actinomorphic,10
Anemone flaccida,M_PL_021,actinomorphic,10
Cirsium kagamontanum,M_PL_021,actinomorphic,10
Persicaria pubescens,M_PL_021,actinomorphic,10
Stenactis annuus,M_PL_021,actinomorphic,9
Aster glehni,M_PL_021,actinomorphic,8
Rubus microphyllus,M_PL_021,actinomorphic,8
Spuriopimpinella nikoensis,M_PL_021,actinomorphic,8
Cacalia delphiniifolia,M_PL_021,actinomorphic,7
Persicaria senticosa,M_PL_021,actinomorphic,7
Hovenia tomentella,M_PL_021,actinomorphic,6
Ligustrum obtusifolium,M_PL_021,actinomorphic,6
Aruncus dioicus,M_PL_021,actinomorphic,5
Euonymus sieboldianus,M_PL_021,actinomorphic,4
Kalimeris yomena,M_PL_021,actinomorphic,4
Rubus palmatus,M_PL_021,actinomorphic,4
Oxalis griffithii,M_PL_021,actinomorphic,3
Rhus trichocarpa,M_PL_021,actinomorphic,3
Rosa multiflora,M_PL_021,actinomorphic,3
Rubus illecebrosus,M_PL_021,actinomorphic,3
Styrax japonica,M_PL_021,actinomorphic,3
Acer rufinerve,M_PL_021,actinomorphic,2
Adenocaulon himalaicum,M_PL_021,actinomorphic,2
Aesculus turbinata,M_PL_021,actinomorphic,2
Agrimonia pilosa,M_PL_021,actinomorphic,2
Angelica polymorpha,M_PL_021,actinomorphic,2
Bistorta tenuicaulis,M_PL_021,actinomorphic,2
Geum japonicum,M_PL_021,actinomorphic,2
Rubus parvifolius,M_PL_021,actinomorphic,2
Stachyurus praecox,M_PL_021,actinomorphic,2
Ainsliaea acerifolia,M_PL_021,actinomorphic,1
Alangium platanifolium,M_PL_021,actinomorphic,1
Antenoron filiforme,M_PL_021,actinomorphic,1
Aucuba japonica,M_PL_021,actinomorphic,1
Benthamida kousa,M_PL_021,actinomorphic,1
Carpesium divaricatum,M_PL_021,actinomorphic,1
Cirsium japonicum,M_PL_021,actinomorphic,1
Cryptotaenia japonica,M_PL_021,actinomorphic,1
Disporum sessile,M_PL_021,actinomorphic,1
Epimedium grandiflorum,M_PL_021,actinomorphic,1
Magnolia salicifolia,M_PL_021,actinomorphic,1
Patrinia villosa,M_PL_021,actinomorphic,1
Persicaria aestiva,M_PL_021,actinomorphic,1
Petasites japonicus,M_PL_021,actinomorphic,1
Polygonatum macranthum,M_PL_021,actinomorphic,1
Siegesbeckia orientalis,M_PL_021,actinomorphic,1
Tricyrtis hirta,M_PL_021,actinomorphic,1
Tripterospermum japonicum,M_PL_021,actinomorphic,1
Rabdosia trichocarpa,M_PL_021,zygomorphic,28
Castanea crenata,M_PL_021,zygomorphic,25
Corydalis pallida,M_PL_021,zygomorphic,18
Corydalis lineariloba,M_PL_021,zygomorphic,17
Viola verecunda,M_PL_021,zygomorphic,12
Viola kusanoana,M_PL_021,zygomorphic,10
Viola vaginata,M_PL_021,zygomorphic,10
Lespedeza bicolor,M_PL_021,zygomorphic,5
Impatiens textori,M_PL_021,zygomorphic,3
Caryopteris divaricata,M_PL_021,zygomorphic,2
Rabdosia longituba,M_PL_021,zygomorphic,2
Clinopodium micranthum,M_PL_021,zygomorphic,1
Commelina communis,M_PL_021,zygomorphic,1
Desmodium podocarpum,M_PL_021,zygomorphic,1
Impatiens noli-tangere,M_PL_021,zygomorphic,1
Plantago asiatica,M_PL_021,zygomorphic,1
Salvia glabrescens,M_PL_021,zygomorphic,1
Trifolium repens,M_PL_021,zygomorphic,1
Viola grypoceras,M_PL_021,zygomorphic,1
Discaria nana,M_PL_022,actinomorphic,21
Azorella monanthos,M_PL_022,actinomorphic,12
Phacelia secunda,M_PL_022,actinomorphic,6
Senecio looseri,M_PL_022,actinomorphic,6
Sisyrinchium junceum,M_PL_022,actinomorphic,6
Jaborosa laciniata,M_PL_022,actinomorphic,5
Cerastium arvense,M_PL_022,actinomorphic,2
Montiopsis gilliesii,M_PL_022,actinomorphic,2
Oxalis erythrorhiza,M_PL_022,actinomorphic,2
Perezia pilifera,M_PL_022,actinomorphic,2
Senecio tricephalus,M_PL_022,actinomorphic,2
Tarasa humilis,M_PL_022,actinomorphic,2
Calandrinia caespitosa,M_PL_022,actinomorphic,1
Epilobium nivale,M_PL_022,actinomorphic,1
Hypochoeris montana,M_PL_022,actinomorphic,1
Leuceria candidissima,M_PL_022,actinomorphic,1
Loasa incurva,M_PL_022,actinomorphic,1
Menonvillea hookeri,M_PL_022,actinomorphic,1
Adesmia haemisphaerica,M_PL_022,zygomorphic,5
Astragalus nivicola,M_PL_022,zygomorphic,3
Astragalus cruckshanksii,M_PL_022,zygomorphic,1
Grindelia chiloensis,M_PL_023,actinomorphic,34
Discaria trinervis,M_PL_023,actinomorphic,28
Baccharis pingraea,M_PL_023,actinomorphic,11
Larrea divaricata,M_PL_023,actinomorphic,6
Hysterionica jasionoides,M_PL_023,actinomorphic,5
Rosa rubiginosa,M_PL_023,actinomorphic,5
Senecio subulatus,M_PL_023,actinomorphic,5
Opuntia corrugata,M_PL_023,actinomorphic,4
Pyrrhocactus strausianum,M_PL_023,actinomorphic,3
Rapistrum rugosum,M_PL_023,actinomorphic,3
Thelesperma megapotamicum,M_PL_023,actinomorphic,3
Arjona patagonica,M_PL_023,actinomorphic,2
Junellia tonini,M_PL_023,actinomorphic,2
Oxalis sp1 M_PL_023,M_PL_023,actinomorphic,2
Senecio filaginoides,M_PL_023,actinomorphic,2
Lecanophora heterophylla,M_PL_023,actinomorphic,1
Mutisia decurrens,M_PL_023,actinomorphic,1
Oenothera mendocinensis,M_PL_023,actinomorphic,1
Phacelia secunda,M_PL_023,actinomorphic,1
Lathyrus sp1 M_PL_023,M_PL_023,zygomorphic,3
Adesmia retrofracta,M_PL_023,zygomorphic,1
Mimulus sp1 M_PL_023,M_PL_023,zygomorphic,1
Polygala stenophylla,M_PL_023,zygomorphic,1
Potentilla vahliana,M_PL_024,actinomorphic,9
Dryas integrifolia,M_PL_024,actinomorphic,6
Taraxacum sp1 M_PL_024,M_PL_024,actinomorphic,5
Caltha palustris,M_PL_024,actinomorphic,5
Cerastium alpinum,M_PL_024,actinomorphic,2
Arnica alpina,M_PL_024,actinomorphic,3
Papaver radicatum,M_PL_024,actinomorphic,2
Geum rossii,M_PL_024,actinomorphic,1
Petasites frigidus,M_PL_024,actinomorphic,1
Astragalus alpinus,M_PL_024,zygomorphic,3
Oxytropis arctica,M_PL_024,zygomorphic,1
Claytonia virginica,M_PL_025,actinomorphic,30
Erythronium umbilicatum,M_PL_025,actinomorphic,14
Stellaria pubera,M_PL_025,actinomorphic,21
Thalictrum thalictroides,M_PL_025,actinomorphic,10
Cardamine angustata angustata,M_PL_025,actinomorphic,24
Hepatica americana,M_PL_025,actinomorphic,12
Sangiunaria canadensis,M_PL_025,actinomorphic,7
Tiarella cordifolia collina,M_PL_025,actinomorphic,7
Aesculus sylvatica,M_PL_025,actinomorphic,3
Uvularia sessilifolia,M_PL_025,actinomorphic,5
Podophyllum peltatum,M_PL_025,actinomorphic,2
Trillium catesbei,M_PL_025,actinomorphic,3
Viola papilionacea,M_PL_025,zygomorphic,5
Cordia lutea,M_PL_026,actinomorphic,23
Darwiniothamnus tenuifolius,M_PL_026,actinomorphic,11
Plumbago scandens,M_PL_026,actinomorphic,9
Tournefortia rufo-sericea,M_PL_026,actinomorphic,7
Gossypium sp1 M_PL_026,M_PL_026,actinomorphic,5
Opuntia helleri,M_PL_026,actinomorphic,5
Scalesia beurii,M_PL_026,actinomorphic,5
Sida rhombifolia,M_PL_026,actinomorphic,4
Clerodendrum molle var.,M_PL_026,actinomorphic,3
Cordia leucophlyctis,M_PL_026,actinomorphic,3
Diodia radula,M_PL_026,actinomorphic,3
Lycopersicon cheesmanii,M_PL_026,actinomorphic,3
Mormordica charantia,M_PL_026,actinomorphic,3
Acacia insulae-iacobi,M_PL_026,actinomorphic,2
Avicennia germinans,M_PL_026,actinomorphic,2
Bidens pilosa,M_PL_026,actinomorphic,2
Clerodendrum molle,M_PL_026,actinomorphic,2
Commicarpus tuberosus,M_PL_026,actinomorphic,2
Croton scouleri,M_PL_026,actinomorphic,2
Cryptocarpus pyriformis,M_PL_026,actinomorphic,2
Gossypium barbadense,M_PL_026,actinomorphic,2
Opuntia echios,M_PL_026,actinomorphic,2
Prosopis juliflora,M_PL_026,actinomorphic,2
Solanum americanum,M_PL_026,actinomorphic,2
Tournefortia psilostachya,M_PL_026,actinomorphic,2
Tribulus cistoides,M_PL_026,actinomorphic,2
Waltheria ovata,M_PL_026,actinomorphic,2
Abelmoschus manihot,M_PL_026,actinomorphic,1
Abutilon depauperatum,M_PL_026,actinomorphic,1
Acacia macracantha,M_PL_026,actinomorphic,1
Ageratum conyzoides,M_PL_026,actinomorphic,1
Bacopa monniera,M_PL_026,actinomorphic,1
Bastardia viscosa,M_PL_026,actinomorphic,1
Bougainvillea sp1 M_PL_026,M_PL_026,actinomorphic,1
Brassica campestris,M_PL_026,actinomorphic,1
Bursera graveolens,M_PL_026,actinomorphic,1
Cacabus miersii,M_PL_026,actinomorphic,1
Capsicum frutescens,M_PL_026,actinomorphic,1
Cardiospermum galapageium,M_PL_026,actinomorphic,1
Carica papaya,M_PL_026,actinomorphic,1
Castela galapageia,M_PL_026,actinomorphic,1
Catharanthus roseus,M_PL_026,actinomorphic,1
Chicocca alba,M_PL_026,actinomorphic,1
Clerodendrum molle glabr.,M_PL_026,actinomorphic,1
Coffea arabica,M_PL_026,actinomorphic,1
Cordia sp1 M_PL_026,M_PL_026,actinomorphic,1
Cucurbita pepo,M_PL_026,actinomorphic,1
Cuphea racemosa,M_PL_026,actinomorphic,1
Encelia hispida,M_PL_026,actinomorphic,1
Euphorbia cyathophora,M_PL_026,actinomorphic,1
Hibiscus teliaceus,M_PL_026,actinomorphic,1
Ipomoea linearifolia,M_PL_026,actinomorphic,1
Ipomoea pes-caprae,M_PL_026,actinomorphic,1
Ipomoea sp1 M_PL_026,M_PL_026,actinomorphic,1
Jaegeria gracilis,M_PL_026,actinomorphic,1
Lantana peducularis,M_PL_026,actinomorphic,1
Lycopersicon cheesmanii minor,M_PL_026,actinomorphic,1
Macraea laricifolia,M_PL_026,actinomorphic,1
Malvastrum coromandelianum,M_PL_026,actinomorphic,1
Mentzelia aspera,M_PL_026,actinomorphic,1
Miconia robinsoniana,M_PL_026,actinomorphic,1
Mirabilis jalapa,M_PL_026,actinomorphic,1
Nolana galapagensis,M_PL_026,actinomorphic,1
Opuntia echios gigantea,M_PL_026,actinomorphic,1
Opuntia megasperma,M_PL_026,actinomorphic,1
Opuntia sp1 M_PL_026,M_PL_026,actinomorphic,1
Opuntia sp2 M_PL_026,M_PL_026,actinomorphic,1
Passiflora foetida,M_PL_026,actinomorphic,1
Persea maericana,M_PL_026,actinomorphic,1
Phyla sp1 M_PL_026,M_PL_026,actinomorphic,1
Physalis pubescens,M_PL_026,actinomorphic,1
Polygonum opelousanum,M_PL_026,actinomorphic,1
Portulaca oleracea,M_PL_026,actinomorphic,1
Psidium guajava,M_PL_026,actinomorphic,1
Psychotria rufipes,M_PL_026,actinomorphic,1
Scalesia affinis,M_PL_026,actinomorphic,1
Scalesia helleri,M_PL_026,actinomorphic,1
Scalesia pedunculata,M_PL_026,actinomorphic,1
Scalesia sp1 M_PL_026,M_PL_026,actinomorphic,1
Sesuvium portulacastrum,M_PL_026,actinomorphic,1
Sida acuta,M_PL_026,actinomorphic,1
Sida paniculata,M_PL_026,actinomorphic,1
Sida spinosa,M_PL_026,actinomorphic,1
Sonchus oleraceus,M_PL_026,actinomorphic,1
Stachtarpheta cayanensis,M_PL_026,actinomorphic,1
Vallesia glabra,M_PL_026,actinomorphic,1
Justicia galapagana,M_PL_026,zygomorphic,8
Cassia sp1 M_PL_026,M_PL_026,zygomorphic,5
Vigna luteola,M_PL_026,zygomorphic,3
Cassia picta,M_PL_026,zygomorphic,2
Caesalpinia pulcherrima,M_PL_026,zygomorphic,1
Canna sp1 M_PL_026,M_PL_026,zygomorphic,1
Cassia occidentalis,M_PL_026,zygomorphic,1
Crotalaria incana,M_PL_026,zygomorphic,1
Galactea striata,M_PL_026,zygomorphic,1
Galvezia leucantha,M_PL_026,zygomorphic,1
Galvezia leucantha pubescen,M_PL_026,zygomorphic,1
Geoffroea spinosa,M_PL_026,zygomorphic,1
Inga edulis,M_PL_026,zygomorphic,1
Parkinsonia aculeata,M_PL_026,zygomorphic,1
Piscidia carthagenesis,M_PL_026,zygomorphic,1
Rhynchosia minima,M_PL_026,zygomorphic,1
Scaveola plumieri,M_PL_026,zygomorphic,1
Tetramerium nervosum,M_PL_026,zygomorphic,1
Cassinia vauvilliersi,M_PL_027,actinomorphic,12
Pratia angulata,M_PL_027,actinomorphic,11
Gentiana corymbifera,M_PL_027,actinomorphic,10
Wahlenbergia albomarginata,M_PL_027,actinomorphic,10
Celmisia coriacea,M_PL_027,actinomorphic,9
Galium propinquum,M_PL_027,actinomorphic,9
Helichrysum bellidioides,M_PL_027,actinomorphic,8
Celmisia armstrongii,M_PL_027,actinomorphic,7
Chrysanthemum leucanthemum,M_PL_027,actinomorphic,7
Craspedia uniflora,M_PL_027,actinomorphic,7
Hoheria glabrata,M_PL_027,actinomorphic,7
Senecio bellidioides,M_PL_027,actinomorphic,6
Senecio bidwilli,M_PL_027,actinomorphic,4
Parahebe lyalii,M_PL_027,actinomorphic,3
Ranunculus lyalii,M_PL_027,actinomorphic,2
Senecio scorzoneroides,M_PL_027,actinomorphic,2
Hebe odora,M_PL_027,zygomorphic,5
Ourisia macrocarpa,M_PL_027,zygomorphic,1
Leptospermum scoparium,M_PL_028,actinomorphic,43
Discaria toumatou,M_PL_028,actinomorphic,25
